energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,type,uri
0.555,0.127,106.658,0.361,0.078,0.0,5,0.592,2,144069,-8.697,0.46,1,audio_features,spotify:track:0QQfsCBuO55H3iPi40r7OF
0.471,0.0644,131.967,0.0616,0.474,0.0,4,0.717,7,189091,-2.688,0.48,0,audio_features,spotify:track:53FPaz8PM0h7BdhUsuTt1t
0.584,0.128,149.918,0.346,0.00769,0.0,4,0.63,6,177600,-7.135,0.472,1,audio_features,spotify:track:1rMBDDbqYSXgnMFCua6EMh
0.852,0.0686,150.216,0.133,0.253,0.0,4,0.798,1,152000,-3.994,0.756,1,audio_features,spotify:track:3ZfwUBCfgWfeT3fLrtCqjB
0.833,0.0636,179.988,0.0733,0.418,1.56e-06,4,0.773,8,168667,-3.159,0.928,0,audio_features,spotify:track:1ADEUD1cD7FFBSSQnJnfS1
0.582,0.128,86.52,0.0526,0.354,0.0,5,0.706,1,152000,-3.038,0.825,0,audio_features,spotify:track:1kWYb8yRKkHTgKsJ81JxbY
0.751,0.0991,135.047,0.147,0.388,0.0184,4,0.938,8,135161,-0.035,0.606,1,audio_features,spotify:track:6kOLIOCzthanOtQ5m3Xe4F
0.484,0.136,130.021,0.122,0.399,1.38e-05,4,0.88,11,166865,-6.031,0.768,0,audio_features,spotify:track:4WvnTjaLC4lBZbNFAr7mPd
0.879,0.14,100.006,0.0386,0.222,0.0238,4,0.798,8,220800,-1.995,0.309,0,audio_features,spotify:track:4En5hfAiJP5WuoALdorMik
0.525,0.0731,135.029,0.267,0.0276,0.0,4,0.93,6,213394,-1.522,0.661,1,audio_features,spotify:track:2xVk7TAmQa7YyguRDE0xqQ
0.648,0.0946,149.991,0.187,0.024,6.23e-06,4,0.894,6,121652,-7.299,0.733,0,audio_features,spotify:track:4Pru0pYJRB1SFPa5qtYhCd
0.481,0.0333,133.031,0.118,0.129,0.0,4,0.642,6,145671,-4.493,0.87,1,audio_features,spotify:track:3z2svMHu8J6owxgjQwChT5
0.59,0.056,130.024,0.175,0.00324,0.143,4,0.857,9,181473,-5.564,0.555,1,audio_features,spotify:track:7AURRWcjIYfrmHJldiN8mC
0.48,0.118,156.967,0.0869,0.0442,0.0,4,0.811,5,180382,-6.542,0.571,0,audio_features,spotify:track:3bwwZBus7s8ZHOq9pCZGca
0.609,0.0855,135.037,0.365,0.282,0.000151,4,0.947,0,170714,-1.384,0.729,0,audio_features,spotify:track:5xgLctK8aaCDP1QkbCXulc
0.534,0.121,160.041,0.435,0.279,0.0,4,0.655,4,157545,-7.936,0.811,1,audio_features,spotify:track:35ESC8aYcgasR35qJPmznk
0.493,0.0782,163.97,0.138,0.0805,0.0,4,0.809,6,163902,-6.715,0.717,1,audio_features,spotify:track:3RAcP3sfVBrW3CH9lYmXPZ
0.673,0.0915,82.391,0.16,0.0586,0.0,4,0.753,11,175882,-2.401,0.793,0,audio_features,spotify:track:0lahow3JLL2kZ3ZI1GugnB
0.548,0.146,130.023,0.0736,0.0358,0.0,4,0.908,9,205923,-3.679,0.649,1,audio_features,spotify:track:3u1YnVSvx2613aqHLrNEr0
0.547,0.129,85.701,0.19,0.139,1.25e-06,5,0.556,10,133139,-7.079,0.637,0,audio_features,spotify:track:6br7GwJ3mKk1SF1R4SBPbE
0.689,0.0675,134.997,0.224,0.601,2.69e-05,4,0.961,10,156503,0.272,0.903,0,audio_features,spotify:track:4Ir6JlcnXkAOADy9NklB5W
0.631,0.0979,134.97,0.217,0.391,0.0,4,0.953,1,150778,-4.417,0.976,1,audio_features,spotify:track:09g3eMHb9DG2ryVZ9okJT4
0.592,0.115,88.707,0.232,0.501,7.1e-05,5,0.647,4,177842,-3.327,0.82,0,audio_features,spotify:track:7etTGEywyj7Q1CP0RZirJf
0.559,0.0823,91.305,0.499,0.181,0.0,3,0.656,6,184656,-5.407,0.522,0,audio_features,spotify:track:7cYPd2YwMKeurCJbTqi0Pq
0.495,0.0771,85.259,0.167,0.326,0.0,3,0.88,7,172500,-5.096,0.388,1,audio_features,spotify:track:63SblVc86MEEyC5RBpQFXy
